"Address Type";"City";"Contact Name";"Country Name";"Customer";"E-Mail";"Phone";"Street";"Street2";"Supplier";"Title";"Zip";"Partner Name";"Partner Language";"Partner Country Name";"Partner City";"Salesman Name";"Salesman Email"
"default";"Liège";"Martine Ohio";;1;"martine.ohio@ulg.ac.be";"+32-45895245";"Place du 20Août";;0;;4000;"Université de Liège";"en_US";;"Liège";"Lucie Weiss";"lucie.weis@dns.org"
"default";"Bruxelles";"Michel Schumacher";"Belgium";1;"info@balmerinc.be";"(+32)2 211 34 83";"Rue des Palais 51, bte 33";;0;;1000;"BalmerInc S.A.";"en_US";"Belgium";"Bruxelles";"Lucie Weiss";"lucie.weis@dns.org"
"default";"Namur";"NotSoTiny SARL";"Belgium";1;;"(+32).81.81.37.00";"Rue du Nid 1";;0;;5000;"NotSoTiny SARL";"en_US";"Belgium";"Namur";"Lucie Weiss";"lucie.weis@dns.org"
"default";"Cupertino";"Seagate Technology";"United States";1;"info@seagate.com";"+1 408 256987";"10200 S. De Anza Blvd";;1;;95014;"Seagate";"en_US";"United States";"Cupertino";"Lucie Weiss";"lucie.weis@dns.org"
"default";"Alencon";"Sebastien LANGE";"France";1;"contact@syleam.fr";"+33 (0) 2 33 31 22 10";"1 place de l'Église";;0;;61000;"Syleam";"en_US";"France";"Alencon";"Martin Shain";"martin.shain@dns.org"
"default";"Wavre";"Sylvie Lelitre";"Belgium";1;"s.l@agrolait.be";3281588558;"69 rue de Chimay";;0;"Madam";5478;"Agrolait";"en_US";"Belgium";"Wavre";"Martin Shain";"martin.shain@dns.org"
"default";"Boston";"Tiny Work";"United States";1;"info@tinyatwork.com";"+33 (0) 2 33 31 22 10";"One Lincoln Street";;0;;5501;"Tiny AT Work";"en_US";"United States";"Boston";"Martin Shain";"martin.shain@dns.org"
"default";"Shanghai";"Zen";"China";1;"zen@chinaexport.com";"+86-751-64845671";"52 Chop Suey street";;0;;478552;"China Export";"en_US";"China";"Shanghai";"Martin Shain";"martin.shain@dns.org"
"default";"Wavre";"Paul Lelitre";"Belgium";1;"p.l@agrolait.be";3281588557;"71 rue de Chimay";;0;"Sir";5478;"Agrolait";"en_US";"Belgium";"Wavre";"Martin Shain";"martin.shain@dns.org"
"default";"Brest";"Claude Leclerc";;1;"claude@leclerc.fr";"+33-298.334598";"rue Grande";;0;;29200;"Leclerc";"en_US";;"Brest";"Martin Shain";"martin.shain@dns.org"
"default";"Wavre";"Serge Lelitre";"Belgium";1;"serge.l@agrolait.be";3281588556;"69 rue de Chimay";;0;"Sir";5478;"Agrolait";"en_US";"Belgium";"Wavre";"Martin Shain";"martin.shain@dns.org"
"default";"Antwerpen";;"Belgium";1;;;"Antwerpsesteenweg 254";;0;;2000;"NotSoTiny SARL";"en_US";"Belgium";"Namur";"Martin Shain";"martin.shain@dns.org"
"default";"Mons";"Eric Dubois";"Belgium";1;"e.dubois@gmail.com";"(+32).758 958 789";"Chaussée de Binche, 27";;0;;7000;"Eric Dubois";"en_US";"Belgium";"Mons";"Martin Shain";"martin.shain@dns.org"
"default";"Namur";"Fabien Dupont";"Belgium";1;;;"Blvd Kennedy, 3";;0;;5000;"Fabien Dupont";"en_US";"Belgium";"Namur";"Martin Shain";"martin.shain@dns.org"
"default";"Brussels";"Geoff";"Belgium";1;;;;;0;;;"ZeroOne Inc";"en_US";"Belgium";"Brussels";"Martin Shain";"martin.shain@dns.org"
"default";"Paris";"Henry Chard";"France";1;;;;;0;;;"The Shelve House";"en_US";"France";"Paris";"Lucky Luke";"lucky.luke@west.org"
"default";"Puurs";"Leen Vandenloep";"Belgium";1;;"(+32).70.12.85.00";"Schoonmansveld 28";;1;;2870;"Vicking Direct";"en_US";"Belgium";"Puurs";"Lucky Luke";"lucky.luke@west.org"
"default";"Brussels";"Marc Dubois";"Belgium";1;"m.dubois@dubois.be";;"Avenue de la Liberté 56";;0;;1000;"Dubois sprl";"en_US";"Belgium";"Brussels";"Lucky Luke";"lucky.luke@west.org"
"default";"Louvain-la-Neuve";"Thomas Passot";"Belgium";1;;"(+32).10.45.17.73";"Rue de l'Angelique, 1";;0;;1348;"Mediapole SPRL";"en_US";"Belgium";"Louvain-la-Neuve";"Lucky Luke";"lucky.luke@west.org"
"default";"Grand-Rosière";;"Belgium";1;;;"Chaussée de Namur";;0;;1367;"Lucie Vonck";"en_US";"Belgium";"Grand-Rosière";"Lucky Luke";"lucky.luke@west.org"
